"Colorado Medicaid Fee Schedule January 1, 2014",,,,,,,,,,,,
"The reimbursement rates listed in this fee schedule are valid for services rendered on or after January 1, 2014  Please refer to the Fee Schedule Instructions on the website for an explaination of each field",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
CPT or HCPCS Procedure Code,Procedure Code Modifier,Base Value,Conversion Factor,Total CO Medicaid Allowable (Base Value x Conversion Factor),Min Age,Max Age,Post Op Days,Prior Authorization Needed,,,,
E0985,,,,Code is manually priced,000,999,000,Yes,,,,
E0986,,5118.83,1.00,"$5,118.83",000,999,000,Yes,,,,
E0988,,245.98,1.00,$245.98,000,999,000,Yes,,,,
E0990,Rental modifier(s),6.72,1.00,$6.72,000,999,000,Yes,,,,
E0990,,96.59,1.00,$96.59,000,999,000,Yes,,,,
E0992,,61.83,1.00,$61.83,000,999,000,Yes,,,,
E0994,,13.34,1.00,$13.34,000,999,000,Yes,,,,
E0995,Rental modifier(s),31.36,1.00,$31.36,000,999,000,Sometimes,,,,
E0995,,14.61,1.00,$14.61,000,999,000,Sometimes,,,,
E1002,,4094.43,1.00,"$4,094.43",000,999,000,Yes,,,,
E1003,,3982.98,1.00,"$3,982.98",000,999,000,Yes,,,,
E1004,,4416.30,1.00,"$4,416.30",000,999,000,Yes,,,,
E1005,,4780.30,1.00,"$4,780.30",000,999,000,Yes,,,,
E1006,,5855.42,1.00,"$5,855.42",000,999,000,Yes,,,,
E1007,,7928.46,1.00,"$7,928.46",000,999,000,Yes,,,,
E1008,,7929.17,1.00,"$7,929.17",000,999,000,Yes,,,,
E1009,,,,Code is manually priced,000,999,000,Yes,,,,
E1010,,1037.43,1.00,"$1,037.43",000,999,000,Yes,,,,
E1011,,,,Code is manually priced,000,20,000,Yes,,,,
E1014,Rental modifier(s),25.72,1.00,$25.72,000,999,000,Yes,,,,
E1014,,262.23,1.00,$262.23,000,999,000,Yes,,,,
E1015,,,,Code is manually priced,000,999,000,Yes,,,,
E1016,,,,Code is manually priced,000,999,000,Yes,,,,
E1017,,,,Code is manually priced,000,999,000,Yes,,,,
E1018,,,,Code is manually priced,000,999,000,Yes,,,,
E1020,,283.97,1.00,$283.97,000,999,000,Yes,,,,
E1028,,217.35,1.00,$217.35,000,999,000,Yes,,,,
E1029,,,,Code is manually priced,000,999,000,Yes,,,,
E1030,,,,Code is manually priced,000,999,000,Yes,,,,
E1031,Rental modifier(s),48.21,1.00,$48.21,000,999,000,Yes,,,,
E1031,,451.80,1.00,$451.80,000,999,000,Yes,,,,
E1035,,,,Code is manually priced,000,999,000,Yes,,,,
E1036,,,,Code is manually priced,000,999,000,Yes,,,,
E1037,Rental modifier(s),103.54,1.00,$103.54,000,999,000,Yes,,,,
E1037,,,,Code is manually priced,000,999,000,Yes,,,,
E1038,Rental modifier(s),17.20,1.00,$17.20,000,999,000,Yes,,,,
E1038,,204.47,1.00,$204.47,000,999,000,Yes,,,,
E1039,,359.90,1.00,$359.90,000,999,000,Yes,,,,
E1050,Rental modifier(s),65.30,1.00,$65.30,000,999,000,Yes,,,,
E1050,,688.48,1.00,$688.48,000,999,000,Yes,,,,
E1060,Rental modifier(s),70.42,1.00,$70.42,000,999,000,Yes,,,,
E1060,,941.78,1.00,$941.78,000,999,000,Yes,,,,
E1070,Rental modifier(s),69.48,1.00,$69.48,000,999,000,Yes,,,,
E1070,,,,Code is manually priced,000,999,000,Yes,,,,
E1083,Rental modifier(s),50.36,1.00,$50.36,000,999,000,Yes,,,,
E1083,,,,Code is manually priced,000,999,000,Yes,,,,
E1084,Rental modifier(s),55.02,1.00,$55.02,000,999,000,Yes,,,,
E1084,,606.44,1.00,$606.44,000,999,000,Yes,,,,
E1085,Rental modifier(s),41.14,1.00,$41.14,000,999,000,Yes,,,,
E1085,,628.14,1.00,$628.14,000,999,000,Yes,,,,
E1086,Rental modifier(s),50.82,1.00,$50.82,000,999,000,Yes,,,,
E1086,,606.44,1.00,$606.44,000,999,000,Yes,,,,
E1087,Rental modifier(s),51.29,1.00,$51.29,000,999,000,Yes,,,,
E1087,,1268.90,1.00,"$1,268.90",000,999,000,Yes,,,,
E1088,Rental modifier(s),51.29,1.00,$51.29,000,999,000,Yes,,,,
E1088,,1284.24,1.00,"$1,284.24",000,999,000,Yes,,,,
E1089,Rental modifier(s),51.29,1.00,$51.29,000,999,000,Yes,,,,
E1089,,1284.24,1.00,"$1,284.24",000,999,000,Yes,,,,
E1090,Rental modifier(s),51.29,1.00,$51.29,000,999,000,Yes,,,,
E1090,,1238.42,1.00,"$1,238.42",000,999,000,Yes,,,,
E1092,Rental modifier(s),54.09,1.00,$54.09,000,999,000,Yes,,,,
E1092,,1480.44,1.00,"$1,480.44",000,999,000,Yes,,,,
E1093,Rental modifier(s),54.09,1.00,$54.09,000,999,000,Yes,,,,
E1093,,1409.10,1.00,"$1,409.10",000,999,000,Yes,,,,
E1100,Rental modifier(s),66.31,1.00,$66.31,000,999,000,Yes,,,,
E1100,,881.13,1.00,$881.13,000,999,000,Yes,,,,
E1110,Rental modifier(s),46.64,1.00,$46.64,000,999,000,Yes,,,,
E1110,,1204.30,1.00,"$1,204.30",000,999,000,Yes,,,,
E1130,Rental modifier(s),23.31,1.00,$23.31,000,999,000,Yes,,,,
E1130,,285.39,1.00,$285.39,000,999,000,Yes,,,,
E1140,Rental modifier(s),32.64,1.00,$32.64,000,999,000,Yes,,,,
E1140,,356.72,1.00,$356.72,000,999,000,Yes,,,,
E1150,Rental modifier(s),41.96,1.00,$41.96,000,999,000,Yes,,,,
E1150,,451.86,1.00,$451.86,000,999,000,Yes,,,,
E1160,Rental modifier(s),32.19,1.00,$32.19,000,999,000,Yes,,,,
E1160,,371.00,1.00,$371.00,000,999,000,Yes,,,,
E1161,,2052.37,1.00,"$2,052.37",000,999,000,Yes,,,,
E1170,Rental modifier(s),33.58,1.00,$33.58,000,999,000,Yes,,,,
E1170,,1074.10,1.00,"$1,074.10",000,999,000,Yes,,,,
E1171,Rental modifier(s),27.72,1.00,$27.72,000,999,000,Yes,,,,
E1171,,853.59,1.00,$853.59,000,999,000,Yes,,,,
E1172,Rental modifier(s),32.74,1.00,$32.74,000,999,000,Yes,,,,
E1172,,997.33,1.00,$997.33,000,999,000,Yes,,,,
E1180,Rental modifier(s),39.45,1.00,$39.45,000,999,000,Yes,,,,
E1180,,967.61,1.00,$967.61,000,999,000,Yes,,,,
E1190,Rental modifier(s),47.00,1.00,$47.00,000,999,000,Yes,,,,
E1190,,1079.21,1.00,"$1,079.21",000,999,000,Yes,,,,
E1195,Rental modifier(s),123.38,1.00,$123.38,000,999,000,Yes,,,,
E1200,Rental modifier(s),33.58,1.00,$33.58,000,999,000,Yes,,,,
E1200,,938.82,1.00,$938.82,000,999,000,Yes,,,,
E1220,,2004.45,1.00,"$2,004.45",000,999,000,Yes,,,,
E1221,Rental modifier(s),29.38,1.00,$29.38,000,999,000,Yes,,,,
E1221,,410.24,1.00,$410.24,000,999,000,Yes,,,,
E1222,Rental modifier(s),36.09,1.00,$36.09,000,999,000,Yes,,,,
E1222,,,,Code is manually priced,000,999,000,Yes,,,,
E1223,Rental modifier(s),20.94,1.00,$20.94,000,999,000,Yes,,,,
E1223,,570.77,1.00,$570.77,000,999,000,Yes,,,,
E1224,Rental modifier(s),47.00,1.00,$47.00,000,999,000,Yes,,,,
E1224,,663.52,1.00,$663.52,000,999,000,Yes,,,,
E1225,,331.65,1.00,$331.65,000,999,000,Yes,,,,
E1226,Rental modifier(s),33.61,1.00,$33.61,000,999,000,Yes,,,,
E1226,,333.07,1.00,$333.07,000,999,000,Yes,,,,
E1227,,224.55,1.00,$224.55,000,999,000,Yes,,,,
E1228,,,,Code is manually priced,000,999,000,Yes,,,,
E1229,Rental modifier(s),49.08,1.00,$49.08,000,999,000,Yes,,,,
E1229,,,,Code is manually priced,000,999,000,Yes,,,,
E1230,Rental modifier(s),121.58,1.00,$121.58,000,999,000,Yes,,,,
E1230,,1834.77,1.00,"$1,834.77",000,999,000,Yes,,,,
E1231,,,,Code is manually priced,000,999,000,Yes,,,,
E1232,,2250.33,1.00,"$2,250.33",000,999,000,Yes,,,,
E1233,,2331.70,1.00,"$2,331.70",000,999,000,Yes,,,,
E1234,,2029.91,1.00,"$2,029.91",000,999,000,Yes,,,,
E1235,,1759.18,1.00,"$1,759.18",000,999,000,Yes,,,,
E1236,,1724.49,1.00,"$1,724.49",000,999,000,Yes,,,,
E1237,Rental modifier(s),157.75,1.00,$157.75,000,999,000,Yes,,,,
E1237,,1739.56,1.00,"$1,739.56",000,999,000,Yes,,,,
E1238,Rental modifier(s),156.39,1.00,$156.39,000,999,000,Yes,,,,
E1238,,1724.49,1.00,"$1,724.49",000,999,000,Yes,,,,
E1239,Rental modifier(s),132.54,1.00,$132.54,000,999,000,Yes,,,,
E1239,,,,Code is manually priced,000,999,000,Yes,,,,
E1240,Rental modifier(s),56.44,1.00,$56.44,000,999,000,Yes,,,,
E1240,,820.49,1.00,$820.49,000,999,000,Yes,,,,
E1250,Rental modifier(s),43.36,1.00,$43.36,000,999,000,Yes,,,,
E1250,,677.80,1.00,$677.80,000,999,000,Yes,,,,
E1260,Rental modifier(s),56.90,1.00,$56.90,000,999,000,Yes,,,,
E1260,,677.80,1.00,$677.80,000,999,000,Yes,,,,
E1270,Rental modifier(s),50.82,1.00,$50.82,000,999,000,Yes,,,,
E1270,,902.80,1.00,$902.80,000,999,000,Yes,,,,
E1280,Rental modifier(s),55.96,1.00,$55.96,000,999,000,Yes,,,,
E1280,,1480.44,1.00,"$1,480.44",000,999,000,Yes,,,,
E1285,Rental modifier(s),99.89,1.00,$99.89,000,999,000,Yes,,,,
E1285,,1282.19,1.00,"$1,282.19",000,999,000,Yes,,,,
E1290,Rental modifier(s),111.63,1.00,$111.63,000,999,000,Yes,,,,
E1290,,1409.10,1.00,"$1,409.10",000,999,000,Yes,,,,
E1295,Rental modifier(s),113.64,1.00,$113.64,000,999,000,Yes,,,,
E1296,,517.41,1.00,$517.41,000,999,000,Yes,,,,
E1297,,101.83,1.00,$101.83,000,999,000,Yes,,,,
E1298,,223.47,1.00,$223.47,000,999,000,Yes,,,,
E1300,,175.98,1.00,$175.98,000,999,000,Yes,,,,
E1310,,2090.30,1.00,"$2,090.30",000,999,000,Yes,,,,
E1352,,,,Not a benefit,,,,,,,,
E1353,,27.04,1.00,$27.04,000,999,000,No,,,,
E1354,,23.05,1.00,$23.05,000,999,000,No,,,,
E1355,,20.36,1.00,$20.36,000,999,000,No,,,,
E1356,,491.09,1.00,$491.09,000,999,000,No,,,,
E1357,,380.85,1.00,$380.85,000,999,000,No,,,,
E1358,,596.32,1.00,$596.32,000,999,000,No,,,,
E1372,,158.69,1.00,$158.69,000,999,000,No,,,,
E1390,Rental modifier(s),,,Code is manually priced,000,999,000,No,,,,
E1391,Rental modifier(s),,,Code is manually priced,000,999,000,No,,,,
E1392,,,,Code is manually priced,000,999,000,No,,,,
E1399,,,,Code is manually priced,000,999,000,Yes,,,,
E1405,Rental modifier(s),189.45,1.00,$189.45,000,999,000,Yes,,,,
E1405,,213.08,1.00,$213.08,000,999,000,Yes,,,,
E1406,Rental modifier(s),171.71,1.00,$171.71,000,999,000,Yes,,,,
E1406,,193.13,1.00,$193.13,000,999,000,Yes,,,,
E1500,,5.01,1.00,$5.01,000,999,000,Yes,,,,
E1510,Rental modifier(s),354.40,1.00,$354.40,000,999,000,Yes,,,,
E1510,,726.54,1.00,$726.54,000,999,000,Yes,,,,
E1520,Rental modifier(s),132.43,1.00,$132.43,000,999,000,Yes,,,,
E1520,,74.82,1.00,$74.82,000,999,000,Yes,,,,
E1530,,108.02,1.00,$108.02,000,999,000,Yes,,,,
E1540,,66.82,1.00,$66.82,000,999,000,Yes,,,,
E1550,,,,Code is manually priced,000,999,000,Yes,,,,
E1560,,122.83,1.00,$122.83,000,999,000,Yes,,,,
E1570,,438.25,1.00,$438.25,000,999,000,Yes,,,,
E1575,,31.55,1.00,$31.55,000,999,000,Yes,,,,
E1580,,,,Code is manually priced,000,999,000,Yes,,,,
E1590,,1210.87,1.00,"$1,210.87",000,999,000,Yes,,,,
E1592,,9656.33,1.00,"$9,656.33",000,999,000,Yes,,,,
E1594,,586.67,1.00,$586.67,000,999,000,Yes,,,,
E1600,,541.93,1.00,$541.93,000,999,000,Yes,,,,
E1610,,261.59,1.00,$261.59,000,999,000,Yes,,,,
E1615,,293.33,1.00,$293.33,000,999,000,Yes,,,,
E1620,,708.59,1.00,$708.59,000,999,000,Yes,,,,
E1625,,,,Code is manually priced,000,999,000,Yes,,,,
E1630,,,,Code is manually priced,000,999,000,Yes,,,,
E1632,,,,Code is manually priced,000,999,000,Yes,,,,
E1634,,,,Not a benefit,,,,,,,,
E1635,,,,Code is manually priced,000,999,000,Yes,,,,
E1636,,95.14,1.00,$95.14,000,999,000,Yes,,,,
E1637,,34.91,1.00,$34.91,000,999,000,Yes,,,,
E1639,,,,Code is manually priced,000,999,000,Yes,,,,
E1699,,,,Code is manually priced,000,999,000,Yes,,,,
E1700,Rental modifier(s),30.99,1.00,$30.99,000,999,000,Yes,,,,
E1700,,316.21,1.00,$316.21,000,999,000,Yes,,,,
E1701,,10.32,1.00,$10.32,000,999,000,Yes,,,,
E1702,,21.97,1.00,$21.97,000,999,000,Yes,,,,
E1800,,1013.65,1.00,"$1,013.65",000,999,000,No,,,,
E1801,,1255.70,1.00,"$1,255.70",000,999,000,No,,,,
E1801,Rental modifier(s),95.59,1.00,$95.59,000,999,000,No,,,,
E1802,,3439.04,1.00,"$3,439.04",000,999,000,No,,,,
E1805,,1045.36,1.00,"$1,045.36",000,999,000,No,,,,
E1806,,1030.98,1.00,"$1,030.98",000,999,000,No,,,,
E1806,Rental modifier(s),79.31,1.00,$79.31,000,999,000,No,,,,
E1810,,1030.79,1.00,"$1,030.79",000,999,000,No,,,,
E1811,,1305.57,1.00,"$1,305.57",000,999,000,No,,,,
E1811,Rental modifier(s),100.43,1.00,$100.43,000,999,000,No,,,,
E1812,,837.04,1.00,$837.04,000,999,000,No,,,,
E1815,,1045.36,1.00,"$1,045.36",000,999,000,No,,,,
E1816,,1326.16,1.00,"$1,326.16",000,999,000,No,,,,
E1816,Rental modifier(s),102.01,1.00,$102.01,000,999,000,No,,,,
E1818,,1353.88,1.00,"$1,353.88",000,999,000,No,,,,
E1818,Rental modifier(s),104.14,1.00,$104.14,000,999,000,No,,,,
E1820,,79.57,1.00,$79.57,000,999,000,No,,,,
E1821,,102.45,1.00,$102.45,000,999,000,No,,,,
E1825,,1045.36,1.00,"$1,045.36",000,999,000,No,,,,
E1830,,1045.36,1.00,"$1,045.36",000,999,000,No,,,,
E1831,,,,Code is manually priced,000,999,000,No,,,,
E1840,,3725.39,1.00,"$3,725.39",000,999,000,No,,,,
E1841,,4409.32,1.00,"$4,409.32",000,999,000,Yes,,,,
E1841,Rental modifier(s),339.14,1.00,$339.14,000,999,000,Yes,,,,
E1902,,,,Code is manually priced,000,999,000,Yes,,,,
E2000,,545.41,1.00,$545.41,000,999,000,Yes,,,,
E2100,,587.55,1.00,$587.55,000,999,000,Yes,,,,
E2101,,183.55,1.00,$183.55,000,999,000,Yes,,,,
E2120,,,,Code is manually priced,000,999,000,Yes,,,,
E2201,,392.63,1.00,$392.63,000,999,000,Yes,,,,
E2202,,498.78,1.00,$498.78,000,999,000,Yes,,,,
E2203,,350.78,1.00,$350.78,000,999,000,Yes,,,,
E2204,,501.12,1.00,$501.12,000,999,000,Yes,,,,
E2205,,,,Code is manually priced,000,999,000,Yes,,,,
E2206,,42.80,1.00,$42.80,000,999,000,Yes,,,,
E2207,,31.13,1.00,$31.13,000,999,000,Yes,,,,
E2208,,85.30,1.00,$85.30,000,999,000,Yes,,,,
E2209,,76.95,1.00,$76.95,000,999,000,Yes,,,,
E2210,,4.80,1.00,$4.80,000,999,000,Sometimes,,,,
E2211,,29.39,1.00,$29.39,000,999,000,Sometimes,,,,
E2212,,4.22,1.00,$4.22,000,999,000,Sometimes,,,,
E2213,,21.84,1.00,$21.84,000,999,000,Sometimes,,,,
E2214,,25.86,1.00,$25.86,000,999,000,Sometimes,,,,
E2215,,6.90,1.00,$6.90,000,999,000,Sometimes,,,,
E2216,,29.04,1.00,$29.04,000,999,000,Sometimes,,,,
E2217,,31.18,1.00,$31.18,000,999,000,Sometimes,,,,
E2218,,29.31,1.00,$29.31,000,999,000,Sometimes,,,,
E2219,,26.02,1.00,$26.02,000,999,000,Sometimes,,,,
E2220,,20.49,1.00,$20.49,000,999,000,Sometimes,,,,
E2221,,18.35,1.00,$18.35,000,999,000,Sometimes,,,,
E2222,,15.14,1.00,$15.14,000,999,000,Sometimes,,,,
E2224,,70.42,1.00,$70.42,000,999,000,Sometimes,,,,
E2225,,12.50,1.00,$12.50,000,999,000,Sometimes,,,,
E2226,,27.26,1.00,$27.26,000,999,000,Sometimes,,,,
E2227,,1651.26,1.00,"$1,651.26",000,999,000,Sometimes,,,,
E2228,,985.26,1.00,$985.26,000,999,000,Sometimes,,,,
E2230,,,,Code is manually priced,000,999,000,Yes,,,,
E2231,,115.94,1.00,$115.94,000,999,000,Yes,,,,
E2291,,451.00,1.00,$451.00,000,999,000,Yes,,,,
E2292,,451.00,1.00,$451.00,000,999,000,Yes,,,,
E2293,,,,Code is manually priced,000,999,000,Yes,,,,
E2294,,,,Code is manually priced,000,999,000,Yes,,,,
E2295,,,,Code is manually priced,000,999,000,Yes,,,,
E2300,,,,Code is manually priced,000,999,000,Yes,,,,
E2301,,,,Code is manually priced,000,999,000,No,,,,
E2310,,1061.43,1.00,"$1,061.43",000,999,000,Yes,,,,
E2311,,2148.91,1.00,"$2,148.91",000,999,000,Yes,,,,
E2312,,1449.10,1.00,"$1,449.10",000,999,000,Yes,,,,
E2313,,230.13,1.00,$230.13,000,999,000,Yes,,,,
E2321,,1441.34,1.00,"$1,441.34",000,999,000,Yes,,,,
E2322,,1279.22,1.00,"$1,279.22",000,999,000,Yes,,,,
E2323,,62.73,1.00,$62.73,000,999,000,Yes,,,,
E2324,,39.75,1.00,$39.75,000,999,000,Yes,,,,
E2325,,1221.59,1.00,"$1,221.59",000,999,000,Yes,,,,
E2326,,314.86,1.00,$314.86,000,999,000,Yes,,,,
E2327,,2369.47,1.00,"$2,369.47",000,999,000,Yes,,,,
E2328,,4494.54,1.00,"$4,494.54",000,999,000,Yes,,,,
E2329,,1601.91,1.00,"$1,601.91",000,999,000,Yes,,,,
E2330,,3175.94,1.00,"$3,175.94",000,999,000,Yes,,,,
E2331,,,,Not a benefit,,,,,,,,
E2340,,377.12,1.00,$377.12,000,999,000,Yes,,,,
E2341,,565.72,1.00,$565.72,000,999,000,Yes,,,,
E2342,,471.43,1.00,$471.43,000,999,000,Yes,,,,
E2343,,754.29,1.00,$754.29,000,999,000,Yes,,,,
E2351,,633.68,1.00,$633.68,000,999,000,Yes,,,,
E2358,,,,Code is manually priced,000,999,000,Yes,,,,
E2359,,143.09,1.00,$143.09,000,999,000,Yes,,,,
E2360,,72.75,1.00,$72.75,000,999,000,Sometimes,,,,
E2361,,129.38,1.00,$129.38,000,999,000,Sometimes,,,,
E2362,,87.85,1.00,$87.85,000,999,000,Sometimes,,,,
E2363,,158.30,1.00,$158.30,000,999,000,Sometimes,,,,
E2364,,72.09,1.00,$72.09,000,999,000,Sometimes,,,,
E2365,,92.26,1.00,$92.26,000,999,000,Sometimes,,,,
E2366,,251.79,1.00,$251.79,000,999,000,Sometimes,,,,
E2367,,399.95,1.00,$399.95,000,999,000,Sometimes,,,,
E2368,,663.18,1.00,$663.18,000,999,000,Sometimes,,,,
E2369,,408.11,1.00,$408.11,000,999,000,Sometimes,,,,
E2370,,844.86,1.00,$844.86,000,999,000,Sometimes,,,,
E2371,,108.26,1.00,$108.26,000,999,000,Sometimes,,,,
E2372,,320.71,1.00,$320.71,000,999,000,Sometimes,,,,
E2373,,670.89,1.00,$670.89,000,999,000,Yes,,,,
E2374,,521.90,1.00,$521.90,000,999,000,Sometimes,,,,
E2375,,615.48,1.00,$615.48,000,999,000,Sometimes,,,,
E2376,,964.49,1.00,$964.49,000,999,000,Sometimes,,,,
E2377,,348.99,1.00,$348.99,000,999,000,Yes,,,,
E2378,,,,Code is manually priced,000,999,000,Yes,,,,
E2381,,54.73,1.00,$54.73,000,999,000,Sometimes,,,,
E2382,,14.92,1.00,$14.92,000,999,000,Sometimes,,,,
E2383,,109.13,1.00,$109.13,000,999,000,Sometimes,,,,
E2384,,58.13,1.00,$58.13,000,999,000,Sometimes,,,,
E2385,,35.58,1.00,$35.58,000,999,000,Sometimes,,,,
E2386,,108.15,1.00,$108.15,000,999,000,Sometimes,,,,
E2387,,48.50,1.00,$48.50,000,999,000,Sometimes,,,,
E2388,,36.21,1.00,$36.21,000,999,000,Sometimes,,,,
E2389,,19.66,1.00,$19.66,000,999,000,Sometimes,,,,
E2390,,30.74,1.00,$30.74,000,999,000,Sometimes,,,,
E2391,,14.73,1.00,$14.73,000,999,000,Sometimes,,,,
E2392,,38.71,1.00,$38.71,000,999,000,Sometimes,,,,
E2394,,55.14,1.00,$55.14,000,999,000,Sometimes,,,,
E2395,,39.20,1.00,$39.20,000,999,000,Sometimes,,,,
E2396,,40.62,1.00,$40.62,000,999,000,Sometimes,,,,
E2397,,,,Code is manually priced,000,999,000,Sometimes,,,,
E2402,Rental modifier(s),88.50,1.00,$88.50,000,999,000,Yes,,,,
E2500,,380.65,1.00,$380.65,000,999,000,Yes,,,,
E2502,,1164.01,1.00,"$1,164.01",000,999,000,Yes,,,,
E2504,,1535.48,1.00,"$1,535.48",000,999,000,Yes,,,,
E2506,,2251.47,1.00,"$2,251.47",000,999,000,Yes,,,,
E2508,,3481.52,1.00,"$3,481.52",000,999,000,Yes,,,,
E2510,,6588.29,1.00,"$6,588.29",000,999,000,Yes,,,,
E2511,,277.89,1.00,$277.89,000,999,000,Yes,,,,
E2512,,457.01,1.00,$457.01,000,999,000,Yes,,,,
E2599,,,,Code is manually priced,000,999,000,Yes,,,,
E2601,,95.21,1.00,$95.21,000,999,000,Yes,,,,
E2602,,125.65,1.00,$125.65,000,999,000,Yes,,,,
E2603,,310.54,1.00,$310.54,000,999,000,Yes,,,,
E2604,,198.27,1.00,$198.27,000,999,000,Yes,,,,
E2605,,283.25,1.00,$283.25,000,999,000,Yes,,,,
E2606,,441.92,1.00,$441.92,000,999,000,Yes,,,,
E2607,,330.57,1.00,$330.57,000,999,000,Yes,,,,
E2608,,366.31,1.00,$366.31,000,999,000,Yes,,,,
E2609,,,,Code is manually priced,000,999,000,Yes,,,,
E2610,,,,Code is manually priced,000,999,000,Yes,,,,
E2611,,328.70,1.00,$328.70,000,999,000,Yes,,,,
E2612,,444.66,1.00,$444.66,000,999,000,Yes,,,,
E2613,,413.61,1.00,$413.61,000,999,000,Yes,,,,
E2614,,572.40,1.00,$572.40,000,999,000,Yes,,,,
E2615,,513.32,1.00,$513.32,000,999,000,Yes,,,,
E2616,,640.44,1.00,$640.44,000,999,000,Yes,,,,
E2617,,,,Code is manually priced,000,999,000,Yes,,,,
E2619,,47.57,1.00,$47.57,000,999,000,Yes,,,,
E2620,,576.37,1.00,$576.37,000,999,000,Yes,,,,
E2621,,604.85,1.00,$604.85,000,999,000,Yes,,,,
E2622,,227.53,1.00,$227.53,000,999,000,Yes,,,,
E2623,,289.54,1.00,$289.54,000,999,000,Yes,,,,
E2624,,229.41,1.00,$229.41,000,999,000,Yes,,,,
E2625,,290.41,1.00,$290.41,000,999,000,Yes,,,,
E2626,,510.38,1.00,$510.38,000,999,000,Yes,,,,
E2627,,814.41,1.00,$814.41,000,999,000,Yes,,,,
E2628,,613.52,1.00,$613.52,000,999,000,Yes,,,,
E2629,,659.94,1.00,$659.94,000,999,000,Yes,,,,
E2630,,542.94,1.00,$542.94,000,999,000,Yes,,,,
E2631,,217.19,1.00,$217.19,000,999,000,Yes,,,,
E2632,,138.10,1.00,$138.10,000,999,000,Yes,,,,
E2633,,117.14,1.00,$117.14,000,999,000,Yes,,,,
E8000,Rental modifier(s),,,Code is manually priced,000,999,000,Yes,,,,
E8000,,,,Code is manually priced,000,999,000,Yes,,,,
E8001,Rental modifier(s),,,Code is manually priced,000,999,000,Yes,,,,
E8001,,,,Code is manually priced,000,999,000,Yes,,,,
E8002,Rental modifier(s),,,Code is manually priced,000,999,000,Yes,,,,
E8002,,,,Code is manually priced,000,999,000,Yes,,,,
G0008,,,,Not a benefit,,,,,,,,
G0009,,,,Not a benefit,,,,,,,,
G0010,,,,Not a benefit,,,,,,,,
G0101,,6.66,2.73,$18.18,000,999,000,No,,,,
G0102,,3.22,2.73,$8.79,000,999,000,No,,,,
G0103,,24.35,1.00,$24.35,000,999,000,No,,,,
G0104,,0.15,33.11,$4.97,000,999,001,No,,,,
G0105,,0.55,33.11,$18.21,000,999,001,No,,,,
G0106,26,2.25,7.55,$16.99,000,999,000,No,,,,
G0106,TC,3.50,7.55,$26.43,000,999,000,No,,,,
G0106,,5.75,7.55,$43.41,000,999,000,No,,,,
G0108,,,,Not a benefit,,,,,,,,
G0117,,10.31,2.73,$28.15,000,999,000,No,,,,
G0118,,6.97,2.73,$19.03,000,999,000,No,,,,
G0120,26,5.39,7.55,$40.69,000,999,000,No,,,,
G0120,TC,8.41,7.55,$63.50,000,999,000,No,,,,
G0120,,13.80,7.55,$104.19,000,999,000,No,,,,
G0121,,3.39,33.11,$112.24,000,999,000,No,,,,
G0122,26,4.22,7.55,$31.86,000,999,000,No,,,,
G0122,TC,15.75,7.55,$118.91,000,999,000,No,,,,
G0122,,19.97,7.55,$150.77,000,999,000,No,,,,
G0123,,26.82,1.00,$26.82,000,999,000,No,,,,
G0124,,24.84,1.00,$24.84,000,999,000,No,,,,
G0127,,0.32,33.11,$10.60,000,999,000,No,,,,
G0128,,,,Not a benefit,,,,,,,,
G0129,,,,Not a benefit,,,,,,,,
G0130,26,1.26,7.55,$9.51,000,999,000,No,,,,
G0130,TC,2.91,7.55,$21.97,000,999,000,No,,,,
G0130,,4.17,7.55,$31.48,000,999,000,No,,,,
G0141,,19.42,1.00,$19.42,000,999,000,No,,,,
G0143,,26.82,1.00,$26.82,000,999,000,No,,,,
G0145,,26.82,1.00,$26.82,000,999,000,No,,,,
G0147,,15.08,1.00,$15.08,000,999,000,No,,,,
G0148,,20.11,1.00,$20.11,000,999,000,No,,,,
G0151,,,,Not a benefit,,,,,,,,
G0152,,,,Not a benefit,,,,,,,,
G0153,,,,Not a benefit,,,,,,,,
G0154,,,,Not a benefit,,,,,,,,
G0155,,,,Not a benefit,,,,,,,,
G0156,,,,Not a benefit,,,,,,,,
G0157,,,,Not a benefit,,,,,,,,
G0158,,,,Not a benefit,,,,,,,,
G0159,,,,Not a benefit,,,,,,,,
G0160,,,,Not a benefit,,,,,,,,
G0161,,,,Not a benefit,,,,,,,,
G0162,,,,Not a benefit,,,,,,,,
G0163,,,,Not a benefit,,,,,,,,
G0164,,,,Not a benefit,,,,,,,,
G0166,,13.11,7.55,$98.98,000,999,000,No,,,,
G0168,,1.27,33.11,$42.05,000,999,000,No,,,,
G0173,,482.67,7.55,"$3,644.16",000,999,000,No,,,,
G0175,,6.13,2.73,$16.73,000,999,000,No,,,,
G0176,,,,Code is manually priced,000,999,000,No,,,,
G0177,,30.99,2.73,$84.60,000,999,000,No,,,,
G0179,,,,Not a benefit,,,,,,,,
G0180,,,,Not a benefit,,,,,,,,
G0181,,,,Not a benefit,,,,,,,,
G0182,,,,Not a benefit,,,,,,,,
G0186,,1.16,33.11,$38.41,000,999,000,No,,,,
G0202,26,3.81,7.55,$28.77,000,999,000,No,,,,
G0202,TC,9.41,7.55,$71.05,000,999,000,No,,,,
